symbol,price,day_change_pct,avg_entry_return,median_entry_return,best_entry_return,worst_entry_return,pct_profitable_entries,entry_days,roll3m_avg,roll3m_median,roll3m_best,roll3m_worst,roll3m_pos_pct,roll3m_windows,high_52w,low_52w,as_of
YATRA,106.13,-1.87,-4.35,-2.41,17.43,-36.45,38.1,126,-13.03,-12.53,24.62,-44.12,28.9,83.0,175.35,89.9,2026-07-31
DPSCLTD,7.21,-1.5,-14.42,-15.28,1.84,-30.81,3.2,125,-5.99,-5.91,18.16,-28.51,32.9,82.0,11.0,6.95,2026-07-31
KIRLPNU,1460.8,-2.78,6.88,-1.93,41.11,-29.84,48.8,125,39.55,38.08,100.8,-5.0,96.3,82.0,2187.08,1027.29,2026-07-31
BAJAJHCARE,327.45,0.44,1.33,1.28,19.09,-15.29,57.1,126,-4.78,-5.94,21.56,-23.17,31.3,83.0,394.0,272.35,2026-07-31
ESCORTS,3013.6,-0.11,-1.52,1.32,11.85,-19.89,53.2,126,-9.84,-9.26,7.14,-26.61,12.0,83.0,3809.76,2669.79,2026-07-31
ARIHANT,1087.0,-5.06,162.77,26.0,2641.49,-5.06,97.4,76,693.74,18.56,1959.65,-5.16,78.6,14.0,1225.0,39.65,2026-07-31
TCIEXP,535.6,-1.9,1.52,1.43,16.18,-13.0,60.0,125,2.23,3.22,30.52,-12.49,64.6,82.0,625.0,447.55,2026-07-31
SPECIALITY,133.93,1.42,24.13,28.75,59.44,-2.9,96.8,125,12.54,9.2,58.7,-17.24,65.9,82.0,143.63,82.7,2026-07-31
SHANTIGEAR,411.45,-1.77,-7.78,-7.54,-0.45,-14.61,0.0,125,-0.42,-0.63,16.75,-14.04,45.1,82.0,492.72,388.45,2026-07-31
INOXWIND,74.98,-2.11,-16.78,-16.73,-0.68,-32.58,0.0,126,-5.06,-3.58,21.98,-35.66,33.7,83.0,113.5,73.81,2026-07-31
JIOFIN,246.95,-1.01,1.78,2.95,10.2,-8.64,73.0,126,-4.71,-3.19,7.64,-21.67,27.7,83.0,274.35,223.3,2026-07-31
FEDDERSHOL,42.84,-2.17,14.15,19.87,32.51,-17.39,81.2,69,31.01,27.55,44.52,19.43,100.0,8.0,53.49,32.06,2026-07-31
CENTRUM,23.04,-0.95,-4.14,-4.52,13.05,-26.44,31.0,126,-6.17,-5.39,5.5,-30.3,15.7,83.0,31.52,19.66,2026-07-31
SHARDAMOTR,855.55,1.42,0.73,0.86,20.84,-12.44,53.2,126,-0.24,-0.95,23.02,-23.52,47.0,83.0,1016.7,700.0,2026-07-31
UNIPARTS,738.2,1.81,36.36,38.13,77.55,1.81,100.0,126,29.1,31.18,52.07,-3.33,98.8,83.0,744.9,405.12,2026-07-31
JAGRAN,63.69,1.82,7.59,8.72,22.02,-6.61,78.6,126,8.73,8.55,25.42,-11.92,71.1,83.0,68.81,51.89,2026-07-31
POLICYBZR,1593.5,-1.1,1.41,1.81,11.68,-12.92,57.9,126,5.15,6.58,24.15,-17.04,71.1,83.0,1845.5,1364.0,2026-07-31
GMMPFAUDLR,814.3,1.33,-4.96,-5.74,10.44,-20.73,38.1,126,-10.94,-11.07,0.39,-20.14,1.2,83.0,1037.75,734.12,2026-07-31
WPIL,435.25,1.09,-2.7,-1.61,6.59,-13.95,37.1,70,3.7,3.51,8.56,-2.45,88.9,9.0,510.35,383.55,2026-07-31
POONAWALLA,476.9,-0.98,12.23,13.5,29.45,-2.75,94.4,126,0.51,0.52,20.44,-18.47,50.6,83.0,503.0,361.2,2026-07-31
LAOPALA,185.0,-0.83,0.79,1.96,12.8,-11.86,62.7,126,-5.17,-6.98,10.06,-16.79,33.7,83.0,215.0,162.1,2026-07-31
MICEL,36.58,0.55,-7.61,-10.53,22.06,-33.58,21.4,126,10.55,11.06,37.37,-21.82,72.3,83.0,57.6,29.97,2026-07-31
CIEINDIA,411.9,-0.69,-9.54,-10.17,2.21,-15.97,2.4,125,4.11,2.41,24.9,-14.55,61.0,82.0,518.55,398.87,2026-07-31
GREENPLY,285.2,-0.21,16.01,12.79,58.17,-13.48,70.6,126,26.41,21.14,66.77,-26.95,89.2,83.0,334.4,176.42,2026-07-31
SHINDL,162.21,0.83,5.73,4.95,12.61,-0.38,97.1,70,8.74,8.75,9.84,7.02,100.0,9.0,179.7,130.6,2026-07-31
SIEMENS,3658.8,0.22,6.36,3.2,25.27,-5.21,69.0,126,13.66,14.84,33.27,-5.07,84.3,83.0,3918.05,2872.88,2026-07-31
HDFCBANK,753.95,0.77,-5.41,-3.85,4.77,-19.59,23.8,126,-8.19,-13.08,11.01,-21.13,26.5,83.0,977.83,714.83,2026-07-31
KITEX,145.19,-0.57,-11.71,-10.61,2.07,-32.81,4.8,126,-5.84,-7.92,22.3,-22.64,30.1,83.0,230.9,141.17,2026-07-31
SULA,167.87,0.32,4.05,5.95,22.0,-11.78,66.7,126,-6.72,-6.66,12.42,-26.23,18.1,83.0,194.54,136.87,2026-07-31
VENUSPIPES,1661.1,-1.47,29.77,24.02,85.81,-9.99,78.4,125,35.98,33.79,93.57,-13.54,96.3,82.0,1875.0,890.0,2026-07-31
IRCTC,493.15,-0.57,-8.63,-6.96,1.48,-23.58,0.8,126,-8.66,-9.37,2.24,-23.38,6.0,83.0,651.25,485.3,2026-07-31
RAILTEL,294.25,0.26,-4.49,-6.87,19.57,-16.45,27.0,126,1.77,0.59,27.71,-27.63,53.0,83.0,357.35,245.0,2026-07-31
SURYODAY,161.65,-0.42,8.73,4.53,39.96,-16.81,58.4,125,25.22,29.69,47.84,-11.23,91.5,82.0,218.0,114.48,2026-07-31
PGHH,8477.0,-1.41,-14.23,-12.68,-1.41,-29.22,0.0,126,-13.34,-13.71,-1.29,-23.97,0.0,83.0,12060.0,8437.5,2026-07-31
GRWRHITECH,6897.0,-1.01,45.27,58.11,130.18,-3.67,85.7,126,53.87,46.3,104.24,14.55,100.0,83.0,7199.5,2868.8,2026-07-31
ADANIPORTS,1664.1,-3.23,2.8,-0.2,28.19,-11.63,50.0,126,19.55,18.34,40.76,-7.09,95.2,83.0,1891.1,1288.07,2026-07-31
PREMIERENE,982.7,-5.16,5.83,-1.84,39.26,-12.04,42.9,126,26.46,28.02,54.32,-3.41,96.4,83.0,1134.0,666.41,2026-07-31
GALAPREC,1054.1,-1.92,23.13,29.31,51.16,-14.58,77.0,126,27.14,23.17,72.27,-6.76,91.6,83.0,1260.0,671.2,2026-07-31
OMNI,585.6,-2.04,55.22,36.08,207.98,-5.5,95.0,101,90.32,92.21,165.7,45.45,100.0,41.0,630.4,176.25,2026-07-31
SWIGGY,295.91,2.98,7.5,8.63,23.94,-16.82,77.8,126,-12.8,-12.34,9.47,-28.17,4.8,83.0,359.0,235.75,2026-07-31
ASTRAZEN,8058.5,-1.11,-3.98,-4.27,4.24,-10.74,14.3,126,-1.26,-1.44,6.21,-7.93,36.1,83.0,9178.99,7517.91,2026-07-31
MIDWESTLTD,1202.6,-0.47,-6.55,-6.78,10.91,-23.26,8.8,125,-2.79,-1.92,14.29,-29.14,39.0,82.0,1625.0,1071.1,2026-07-31
CHALET,805.0,-3.79,1.41,1.72,14.62,-10.12,59.5,126,-0.46,-0.54,16.03,-16.31,47.0,83.0,914.0,691.35,2026-07-31
PCBL,328.0,-10.31,12.99,12.59,41.29,-10.31,98.4,126,8.13,9.05,34.35,-13.86,71.1,83.0,374.0,226.5,2026-07-31
ADANIPOWER,208.97,-0.26,12.98,-2.38,56.09,-16.05,44.4,126,42.15,47.64,77.11,-6.76,94.0,83.0,254.2,130.63,2026-07-31
VAKRANGEE,6.0,-1.48,-5.32,-5.96,28.21,-18.59,16.7,126,-1.62,-0.65,30.34,-22.76,43.4,83.0,7.56,4.61,2026-07-31
TIIL,2556.3,0.48,7.14,3.46,31.21,-3.23,80.0,125,13.05,12.55,31.31,-5.82,95.1,82.0,2708.0,1865.47,2026-07-31
ASKAUTOLTD,506.15,-2.11,14.57,14.55,33.65,-3.08,96.8,126,5.04,4.47,18.81,-8.72,77.1,83.0,528.02,373.93,2026-07-31
WEBELSOLAR,94.97,-3.73,12.2,-4.53,83.02,-22.28,43.7,126,43.1,41.41,110.13,-18.61,85.5,83.0,128.31,50.4,2026-07-31
DHANBANK,32.34,1.13,15.29,5.15,64.66,-10.71,65.1,126,31.19,33.67,65.03,-10.72,95.2,83.0,36.85,19.45,2026-07-31
AUTOAXLES,1800.3,-0.27,-0.18,0.2,16.37,-14.65,55.6,126,-4.04,-4.71,15.28,-17.47,33.7,83.0,2115.0,1540.2,2026-07-31
JKIL,485.65,0.89,-3.37,-2.54,13.55,-18.4,23.8,126,-4.59,-6.59,15.19,-23.53,27.7,83.0,601.3,425.0,2026-07-31
INDIASHLTR,719.3,-0.75,-5.19,-6.42,9.18,-13.24,16.8,125,4.4,4.63,18.0,-10.46,84.1,82.0,846.83,644.7,2026-07-31
RITES,217.83,-0.52,3.27,2.07,24.03,-7.48,59.5,126,1.18,0.43,23.11,-21.17,51.8,83.0,244.59,175.0,2026-07-31
CHOLAHLDNG,1503.4,-0.94,-5.34,-5.9,11.29,-15.57,16.7,126,-0.6,-3.29,21.67,-27.48,32.5,83.0,1809.9,1305.0,2026-07-31
KRISHNADEF,1191.1,-2.26,9.19,7.83,48.03,-12.99,69.8,126,20.46,14.2,63.35,-5.27,95.2,83.0,1398.64,788.13,2026-07-31
VESUVIUS,446.7,-1.34,-6.91,-5.84,2.91,-19.5,2.4,126,-1.47,-3.06,14.04,-15.86,39.8,83.0,606.13,429.05,2026-07-31
PTL,39.31,0.41,2.03,1.76,11.23,-6.68,68.3,126,5.44,4.62,17.66,-3.03,90.4,83.0,42.7,35.22,2026-07-31
SUDARSCHEM,1008.1,-2.2,12.87,12.89,34.84,-5.74,88.0,125,7.1,8.31,32.77,-21.28,74.4,82.0,1129.9,726.4,2026-07-31
BSE,3530.3,-0.31,4.76,-0.95,34.74,-19.61,47.6,126,30.11,32.24,60.06,-4.39,96.4,83.0,4435.12,2523.35,2026-07-31
MBEL,292.9,-2.35,-4.45,-4.58,29.34,-21.24,23.0,126,0.41,-0.37,37.18,-21.81,48.2,83.0,387.0,223.05,2026-07-31
MSPL,36.05,-2.91,1.39,1.38,36.29,-19.44,52.0,125,23.12,26.13,59.54,-9.01,95.1,82.0,46.12,26.25,2026-07-31
KERNEX,2215.1,0.87,61.92,63.84,158.47,-7.82,93.7,126,57.9,68.74,152.03,-26.48,88.0,83.0,2445.0,850.0,2026-07-31
CONCOR,525.15,-0.13,8.64,8.73,23.93,-1.8,96.8,126,0.14,0.11,11.78,-14.17,53.0,83.0,537.0,421.45,2026-07-31
NIACL,165.89,1.07,7.25,4.17,41.96,-21.15,74.6,126,15.91,9.66,70.16,-19.79,95.2,83.0,216.22,116.01,2026-07-31
SRF,2604.8,-1.48,-1.81,-2.97,9.13,-12.62,33.3,126,1.13,4.17,18.94,-21.33,59.0,83.0,3075.86,2350.53,2026-07-31
BLACKBUCK,544.65,4.03,-3.84,-3.88,8.89,-14.36,22.2,126,-6.55,-7.14,15.44,-18.39,15.7,83.0,648.3,496.0,2026-07-31
ICICIPRULI,510.6,-0.21,-5.57,-2.75,10.9,-24.04,34.9,126,-14.19,-16.45,-0.29,-26.18,0.0,83.0,675.21,459.5,2026-07-31
USHAMART,502.4,-1.75,11.23,9.43,29.7,-3.35,88.9,126,13.61,13.43,26.94,-10.85,92.8,83.0,527.5,380.0,2026-07-31
IRCON,125.63,-0.82,-9.57,-8.61,9.02,-22.79,8.7,126,-3.56,-3.95,20.73,-28.51,33.7,83.0,165.79,114.5,2026-07-31
NEOGEN,1988.1,-2.94,25.35,19.82,78.79,-14.36,81.7,126,37.54,34.55,82.1,4.55,100.0,83.0,2374.0,1101.2,2026-07-31
SEIL,204.29,-1.8,0.99,-0.15,14.32,-13.02,49.3,69,9.63,9.61,17.02,0.46,100.0,8.0,239.96,172.9,2026-07-31
TIMETECHNO,208.36,-3.7,15.03,15.88,34.19,-3.7,97.6,126,2.11,4.28,17.47,-14.57,60.2,83.0,217.19,154.0,2026-07-31
IRB,20.25,1.35,-3.33,-3.62,4.11,-11.13,19.0,126,0.64,1.7,13.81,-11.85,54.2,83.0,23.89,19.11,2026-07-31
EMAMILTD,403.35,-1.1,-5.96,-4.08,4.82,-19.47,23.8,126,-8.33,-9.26,5.46,-23.13,13.3,83.0,521.75,376.4,2026-07-31
MEIL,284.75,-3.51,1.56,-4.4,36.54,-17.83,40.0,125,15.33,21.38,45.65,-34.91,73.2,82.0,355.3,206.26,2026-07-31
DMCC,262.8,-1.55,5.42,3.46,33.02,-18.56,62.4,125,15.32,18.61,41.83,-17.2,78.0,82.0,332.9,191.35,2026-07-31
AJANTPHARM,3436.4,1.17,13.78,15.11,27.51,-3.88,95.2,126,9.02,6.39,28.09,-5.85,88.0,83.0,3598.8,2674.8,2026-07-31
HIRECT,1300.4,-1.72,48.76,41.33,116.86,-2.39,96.0,126,44.36,46.88,75.61,-8.66,95.2,83.0,1399.0,582.15,2026-07-31
HBLENGINE,699.3,-1.24,-6.68,-9.02,13.74,-18.18,20.6,126,6.7,7.57,32.12,-30.08,73.5,83.0,875.0,613.0,2026-07-31
RHIM,390.55,-1.29,-1.64,-1.98,16.9,-19.25,42.4,125,-3.98,-3.15,14.21,-22.33,34.1,82.0,489.9,323.05,2026-07-31
ASIANHOTNR,305.55,-2.36,2.22,2.24,19.82,-14.79,80.0,125,1.04,0.44,17.29,-10.59,58.5,82.0,402.55,247.5,2026-07-31
HITECH,84.74,-1.71,-0.64,-1.86,19.47,-11.25,31.0,126,7.28,5.94,31.34,-14.76,68.7,83.0,97.17,70.14,2026-07-31
UNITECH,4.19,-2.1,-11.01,-12.34,32.59,-33.39,4.8,126,0.48,-2.2,49.37,-28.14,44.6,83.0,6.59,3.1,2026-07-31
SKIPPER,527.1,0.06,20.3,14.54,59.53,-8.32,68.0,125,33.8,35.47,67.33,-17.85,92.7,82.0,593.0,327.05,2026-07-31
SWARAJENG,3607.5,1.11,-0.62,-0.92,12.03,-9.67,46.4,125,6.4,7.92,20.81,-8.45,79.3,82.0,4276.21,3212.8,2026-07-31
GODREJAGRO,559.4,-0.17,-1.76,-0.97,8.91,-12.43,34.1,126,-0.23,-2.59,18.88,-12.51,39.8,83.0,644.18,504.2,2026-07-31
PANAMAPET,435.4,-2.76,37.5,46.87,87.59,-13.05,89.6,125,30.16,24.53,96.11,-11.69,72.0,82.0,518.5,229.0,2026-07-31
PWL,125.22,-1.05,17.18,15.44,57.39,-17.28,81.7,126,15.12,19.77,56.59,-28.1,68.7,83.0,159.43,77.72,2026-07-31
GREENPOWER,9.83,-0.61,-5.63,-5.71,22.26,-22.84,17.5,126,8.75,11.03,31.0,-22.37,75.9,83.0,13.45,7.98,2026-07-31
PRUDENT,3221.4,1.99,22.2,19.01,49.17,1.99,100.0,125,16.02,16.6,42.42,-15.34,93.9,82.0,3239.9,2118.41,2026-07-31
KMEW,2529.0,-5.63,35.2,38.45,75.25,-5.63,99.2,126,23.76,24.55,61.94,-12.14,86.7,83.0,2737.0,1409.0,2026-07-31
GANDHITUBE,874.2,-0.07,3.84,2.57,23.45,-9.06,81.6,125,7.21,5.85,23.91,-7.51,81.7,82.0,975.0,686.2,2026-07-31
PICCADIL,719.45,-1.61,21.27,24.06,39.06,-4.97,91.3,126,7.75,6.33,28.82,-14.97,83.1,83.0,799.2,515.0,2026-07-31
WSTCSTPAPR,562.5,-1.37,19.97,16.29,47.52,-3.3,97.6,126,18.89,18.96,32.5,4.86,100.0,83.0,590.0,375.0,2026-07-31
BAJAJELEC,329.25,-0.39,-6.42,-6.29,9.37,-20.55,28.6,126,-9.61,-10.15,4.31,-25.96,12.0,83.0,438.05,298.31,2026-07-31
GMRAIRPORT,103.91,-2.98,4.58,6.19,22.61,-9.63,73.8,126,7.87,5.2,32.26,-13.75,74.7,83.0,115.64,84.11,2026-07-31
DVL,238.66,0.49,0.6,-1.19,27.36,-9.56,37.6,125,1.75,-0.41,25.46,-23.58,46.3,82.0,268.86,186.99,2026-07-31
GIPCL,162.01,-0.39,8.57,5.11,34.11,-6.76,80.2,126,11.87,12.16,34.75,-17.8,89.2,83.0,175.23,119.9,2026-07-31
HAVELLS,1261.7,2.0,1.26,2.74,11.75,-11.63,61.1,126,-8.22,-7.93,2.8,-17.57,6.0,83.0,1435.15,1123.6,2026-07-31
STEL,560.05,1.6,13.59,16.69,35.03,-9.87,85.7,126,11.35,11.02,44.41,-13.45,69.9,83.0,657.3,394.45,2026-07-31
KILITCH,190.58,2.35,15.71,16.3,53.14,-7.27,95.2,125,11.06,13.51,56.47,-27.63,67.1,82.0,207.77,117.25,2026-07-31
PILANIINVS,4317.7,0.19,-3.96,-3.14,4.13,-12.21,12.8,125,-2.81,-2.5,4.92,-13.74,34.1,82.0,5029.13,4083.86,2026-07-31
VENKEYS,1494.2,-1.08,3.96,3.05,27.62,-12.6,59.5,126,5.39,6.17,22.29,-14.71,74.7,83.0,1800.0,1165.0,2026-07-31
SIKA,1077.7,-2.49,5.5,4.81,21.9,-14.11,60.0,70,12.43,13.47,22.51,5.07,100.0,9.0,1359.4,870.1,2026-07-31
INFY,1155.1,-0.04,-3.16,-1.27,17.23,-29.19,43.7,126,-15.9,-16.22,1.12,-31.53,1.2,83.0,1691.4,982.4,2026-07-31
PANACEABIO,414.45,-2.22,4.32,10.85,39.99,-31.81,62.7,126,30.83,22.91,91.13,-25.55,80.7,83.0,647.0,292.4,2026-07-31
UJJIVANSFB,70.33,-0.06,20.73,22.39,39.43,-1.73,97.6,126,1.6,0.42,25.06,-16.06,51.8,83.0,73.29,49.24,2026-07-31
MPHASIS,2346.7,-0.62,4.57,5.73,17.69,-14.97,77.8,126,-4.03,-0.46,14.13,-21.62,47.0,83.0,2897.32,1960.44,2026-07-31
EIMCOELECO,1748.2,-2.43,6.73,8.15,22.68,-9.41,78.4,125,4.47,2.38,23.03,-12.4,67.1,82.0,2018.0,1401.82,2026-07-31
VGUARD,315.15,4.87,0.18,0.41,8.89,-10.03,54.4,125,-2.96,-3.6,7.78,-12.51,19.5,82.0,354.76,287.43,2026-07-31
LINDEINDIA,6637.0,-1.27,-4.85,-6.11,13.52,-15.43,11.1,126,7.76,6.36,31.48,-9.33,65.1,83.0,8049.0,5821.0,2026-07-31
SUNDROP,672.6,-1.02,4.07,3.33,19.93,-4.36,85.6,125,3.18,3.56,15.2,-14.95,81.7,82.0,742.0,556.0,2026-07-31
LENSKART,563.2,0.63,10.79,10.62,28.98,-1.54,99.2,126,6.23,3.63,25.92,-7.53,75.9,83.0,575.7,429.1,2026-07-31
DOLPHIN,375.85,0.19,-6.4,-6.56,4.19,-21.48,8.7,126,-4.67,-4.19,5.28,-18.2,21.7,83.0,489.0,358.45,2026-07-31
WINDMACHIN,278.9,-1.41,1.87,-2.08,35.68,-15.09,41.3,126,18.67,17.35,48.41,-12.1,89.2,83.0,343.9,200.65,2026-07-31
GAEL,172.59,5.04,16.22,13.45,36.05,3.29,100.0,126,12.39,12.42,29.98,-10.21,89.2,83.0,177.92,122.21,2026-07-31
CARYSIL,1189.0,0.9,22.99,25.37,58.73,-3.94,93.7,126,24.41,24.79,59.04,-9.72,84.3,83.0,1280.9,745.5,2026-07-31
SJVN,68.45,-0.83,-5.77,-5.78,8.05,-16.31,11.1,126,1.27,2.92,16.07,-21.57,59.0,83.0,83.0,63.02,2026-07-31
SJS,2359.0,0.48,25.61,26.25,55.59,-2.49,99.2,125,19.89,19.3,48.19,-12.71,95.1,82.0,2439.9,1500.56,2026-07-31
EBGNG,555.85,-0.83,34.64,32.88,127.06,-17.63,83.3,126,39.65,36.14,83.38,4.9,100.0,83.0,689.5,240.0,2026-07-31
PFC,422.3,-0.2,1.2,1.49,14.37,-11.46,57.9,126,7.75,6.84,35.49,-12.91,79.5,83.0,481.99,352.49,2026-07-31
WIPRO,186.33,1.48,-3.35,-4.56,10.77,-22.35,34.1,126,-10.77,-11.94,5.68,-23.14,10.8,83.0,256.96,167.09,2026-07-31
BBTC,1493.4,-0.31,-3.66,-2.19,12.97,-18.68,19.0,126,-5.73,-8.02,16.97,-23.01,26.5,83.0,1884.88,1314.6,2026-07-31
JUSTDIAL,741.65,-1.6,30.83,36.8,51.14,-7.76,94.4,126,-1.79,-3.57,47.83,-29.09,41.0,83.0,838.3,480.5,2026-07-31
DELTACORP,61.96,-1.45,-3.3,-4.35,25.58,-24.07,26.2,126,8.37,11.99,31.91,-23.37,77.1,83.0,86.4,48.3,2026-07-31
VEEDOL,1378.3,-0.51,-0.97,-1.96,12.31,-7.83,25.4,126,2.73,2.21,16.25,-19.12,65.1,83.0,1511.59,1219.4,2026-07-31
MANGLMCEM,945.6,0.25,8.94,9.19,27.01,-4.16,88.8,125,9.25,9.1,27.25,-10.56,80.5,82.0,1023.45,731.75,2026-07-31
LATENTVIEW,310.45,-2.25,-0.24,2.22,24.38,-34.09,62.7,126,-9.78,-4.34,19.95,-38.45,34.9,83.0,484.7,248.0,2026-07-31
JPOLYINVST,1035.0,-0.91,-5.78,-5.8,6.25,-26.89,22.4,125,-0.66,-3.3,30.53,-22.96,43.9,82.0,1487.7,961.3,2026-07-31
MINDTECK,191.96,-1.86,-4.27,-6.87,31.02,-15.24,19.2,125,4.0,0.59,38.86,-29.58,51.2,82.0,234.0,145.13,2026-07-31
GANESHCP,164.08,-1.86,-13.13,-15.5,5.52,-25.15,4.0,125,4.42,0.77,29.03,-15.89,54.9,82.0,227.0,152.0,2026-07-31
PRSMJOHNSN,104.85,-2.83,-14.03,-15.3,-1.99,-22.14,0.0,125,-4.18,-4.81,12.05,-21.66,25.6,82.0,143.44,103.08,2026-07-31
NDTV,76.25,0.07,-3.38,-5.26,28.63,-15.48,17.5,126,0.64,-1.79,35.61,-29.46,44.6,83.0,92.0,58.75,2026-07-31
KPIGREEN,383.75,-1.69,-5.44,-5.09,13.13,-21.4,14.3,126,3.46,4.94,20.48,-20.47,68.7,83.0,507.3,335.65,2026-07-31
SURAKSHA,247.1,-0.7,-9.36,-9.47,8.4,-22.81,3.2,125,3.09,5.3,19.89,-12.98,72.0,82.0,324.95,224.1,2026-07-31
JINDALPHOT,1062.4,-0.07,-6.99,-5.47,8.22,-27.55,21.6,125,-11.04,-11.45,23.34,-28.86,18.3,82.0,1532.0,971.1,2026-07-31
CANFINHOME,816.3,-0.71,-4.65,-4.78,4.0,-13.31,14.3,126,-0.93,-3.17,13.88,-13.89,39.8,83.0,947.33,765.0,2026-07-31
INDHOTEL,749.25,1.5,12.68,13.3,31.81,-0.41,99.2,126,5.37,3.56,25.85,-19.99,56.6,83.0,754.0,562.49,2026-07-31
IIFLCAPS,335.6,-0.07,5.3,0.59,37.46,-5.81,50.8,126,8.37,7.5,38.5,-32.06,77.1,83.0,368.4,240.4,2026-07-31
JKLAKSHMI,566.2,0.24,-9.05,-6.27,2.62,-27.12,7.1,126,-9.92,-11.23,8.57,-26.09,9.6,83.0,781.09,543.75,2026-07-31
JINDALSAW,254.3,-1.28,17.48,11.9,57.86,-7.8,75.4,126,28.66,28.71,55.45,3.26,100.0,83.0,278.95,157.61,2026-07-31
JTLIND,73.06,-0.84,9.19,4.19,79.07,-12.07,62.7,126,20.98,11.89,95.07,-16.51,81.9,83.0,87.2,40.25,2026-07-31
BHARTIARTL,1956.8,0.34,5.41,5.89,12.79,-2.79,88.9,126,-2.27,-3.2,7.41,-14.83,42.2,83.0,2031.43,1718.87,2026-07-31
RESPONIND,170.99,-1.35,0.06,-2.01,34.63,-22.49,45.6,125,8.56,7.95,63.97,-32.65,57.3,82.0,240.9,117.25,2026-07-31
OMAXE,85.63,0.12,8.73,9.56,31.23,-12.19,84.0,125,7.07,6.85,29.13,-11.05,76.8,82.0,101.0,63.99,2026-07-31
SHILCTECH,4479.7,-0.93,7.67,9.86,33.06,-15.43,77.0,126,14.6,7.32,79.56,-22.34,75.9,83.0,5383.98,2920.45,2026-07-31
RRKABEL,2562.2,0.13,49.11,51.31,98.6,-0.57,99.2,126,42.35,44.45,93.95,-14.24,90.4,83.0,2775.0,1278.08,2026-07-31
BLUESTARCO,1691.4,0.63,-1.8,0.07,11.21,-15.72,50.0,126,-6.7,-6.81,13.44,-20.31,24.1,83.0,2019.69,1442.92,2026-07-31
ANANTRAJ,608.6,-0.62,17.83,17.16,50.26,-1.18,96.8,126,5.86,9.3,28.48,-22.53,59.0,83.0,626.72,402.34,2026-07-31
MOIL,287.95,5.03,-2.8,-3.22,16.09,-23.18,31.0,126,-5.11,-3.34,19.23,-20.79,25.3,83.0,376.66,242.35,2026-07-31
ETERNAL,310.65,-0.37,21.08,22.21,44.03,-0.37,99.2,126,2.31,4.06,25.75,-21.01,56.6,83.0,316.35,212.6,2026-07-31
GALLANTT,585.35,-2.98,-8.72,-10.39,12.84,-36.86,37.3,126,21.65,22.56,67.21,-37.28,83.1,83.0,948.0,501.0,2026-07-31
MMFL,535.0,-2.5,16.66,17.56,45.3,-4.38,94.4,126,9.99,10.9,32.14,-6.53,77.1,83.0,565.0,361.57,2026-07-31
BALUFORGE,433.0,-1.88,-6.56,-6.56,21.53,-22.83,11.9,126,4.21,1.55,44.09,-26.06,54.2,83.0,569.9,341.05,2026-07-31
MIDHANI,389.1,-2.05,3.56,-0.44,43.87,-13.6,47.6,126,18.75,16.22,54.72,-12.5,88.0,83.0,454.8,266.65,2026-07-31
WOCKPHARMA,1904.0,-0.65,24.08,31.7,73.04,-11.56,79.4,126,30.26,31.6,83.03,-12.29,88.0,83.0,2422.3,1086.7,2026-07-31
INSECTICID,622.15,-1.11,-4.84,-5.2,17.74,-18.68,32.0,125,10.23,14.4,26.15,-14.38,76.8,82.0,775.0,518.6,2026-07-31
REGAAL,81.18,-1.65,8.13,3.12,38.34,-16.44,63.2,125,19.15,20.36,58.71,-11.06,79.3,82.0,99.0,57.27,2026-07-31
WAAREERTL,913.2,-0.03,-2.6,-4.44,16.73,-18.18,33.3,126,10.29,12.93,30.16,-12.82,80.7,83.0,1202.0,779.5,2026-07-31
KRISHANA,180.05,9.42,51.09,40.28,93.72,7.4,100.0,126,31.34,32.54,52.35,5.89,100.0,83.0,181.9,91.71,2026-07-31
AFCONS,273.25,-3.36,-11.4,-12.8,1.46,-20.7,1.6,126,0.4,-2.18,17.75,-25.35,44.6,83.0,363.48,263.97,2026-07-31
RVNL,222.88,-0.87,-16.54,-17.81,0.7,-34.89,1.6,126,-14.2,-12.93,-1.62,-28.28,0.0,83.0,351.7,220.16,2026-07-31
EPACK,231.8,-0.67,-3.41,-2.76,17.13,-20.35,27.0,126,-1.52,-4.4,27.9,-22.74,31.3,83.0,302.8,196.15,2026-07-31
EPL,230.72,-1.59,5.65,4.57,28.09,-5.86,73.0,126,8.4,8.42,27.89,-1.66,88.0,83.0,246.86,176.4,2026-07-31
LGHL,202.5,-0.98,-17.57,-16.2,-0.36,-37.88,0.0,126,-13.99,-14.73,1.65,-27.15,1.2,83.0,330.9,198.0,2026-07-31
SOUTHBANK,46.89,0.86,13.53,14.51,39.55,-3.3,91.3,126,8.76,9.38,38.93,-14.82,66.3,83.0,49.9,33.38,2026-07-31
OIL,456.9,2.01,-1.34,-3.24,12.32,-11.85,33.3,126,-1.51,-3.19,16.59,-14.9,39.8,83.0,531.0,404.1,2026-07-31
WELSPUNLIV,160.14,-1.33,17.2,15.77,47.93,-8.04,77.0,126,17.76,17.32,49.76,-11.2,79.5,83.0,174.97,107.04,2026-07-31
HEMIPROP,134.56,-0.21,-1.03,-2.13,20.44,-14.11,31.0,126,4.35,4.24,24.12,-15.78,75.9,83.0,163.85,111.2,2026-07-31
ABLBL,94.45,-1.03,-6.49,-6.45,7.05,-20.1,11.1,126,-4.03,-4.17,9.24,-22.23,27.7,83.0,125.58,87.91,2026-07-31
